Country,Year,Status,Life_Expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness_1to19_years,thinness_5to9_years,Income composition of resources,Schooling,winsorized_Life_Expectancy,winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling
Cameroon,2005,Developing,52.8,4.0,58,5.03,73.03276195,79.0,23.3,93,79.0,4.75,8.0,7.4,952.1872483999999,1742795.0,6.9,7.0,0.456,8.3,52.8,4.0,58,5.03,73.03276195,79.0,85,79.0,4.75,45.0,3.2,952.1872483999999,1742795.0,6.9,7.0,0.456,8.3
Cameroon,2004,Developing,52.1,412.0,59,4.71,7.177302132,79.0,22.8,94,72.0,4.73,73.0,7.5,93.21171600000001,1695981.0,7.0,7.1,0.455,8.2,52.1,412.0,59,4.71,7.177302132,79.0,85,72.0,4.73,73.0,3.2,93.21171600000001,1695981.0,7.0,7.1,0.455,8.2
Cameroon,2003,Developing,51.8,412.0,60,4.64,67.63925302,79.0,22.3,95,72.0,4.97,73.0,7.7,824.8689393,16513822.0,7.2,7.3,0.452,8.1,51.8,412.0,60,4.64,67.63925302,79.0,85,72.0,4.97,73.0,3.2,824.8689393,16513822.0,7.2,7.3,0.452,8.1
Cameroon,2002,Developing,51.6,47.0,60,4.58,53.70597428,79.0,21.8,97,66.0,4.86,66.0,7.8,676.3976610000001,1684886.0,7.4,7.5,0.452,8.4,51.6,47.0,60,4.58,53.70597428,79.0,85,66.0,4.86,66.0,3.2,676.3976610000001,1684886.0,7.4,7.5,0.452,8.4
Cameroon,2001,Developing,51.5,41.0,61,4.43,41.73629221,79.0,21.3,99,61.0,4.7,63.0,7.9,614.6729339,15671927.0,7.5,7.7,0.43700000000000006,7.1,51.5,41.0,61,4.43,41.73629221,79.0,85,61.0,4.7,63.0,3.2,614.6729339,15671927.0,7.5,7.7,0.43700000000000006,7.1
Cameroon,2000,Developing,51.4,394.0,62,3.91,4.7205935310000005,79.0,2.9,100,57.0,4.48,62.0,7.7,68.414399,15274234.0,7.7,7.8,0.433,6.9,51.4,394.0,61,3.91,4.7205935310000005,79.0,85,57.0,4.48,62.0,3.2,68.414399,15274234.0,7.7,7.8,0.433,6.9
Canada,2014,Developing,82.0,65.0,2,8.1,102.1902168,55.0,66.4,2,91.0,1.45,91.0,0.1,544.43376,35544564.0,0.5,0.5,0.912,15.9,82.0,65.0,2,8.1,102.1902168,55.0,2,91.0,1.45,91.0,0.1,544.43376,16993354.0,0.5,0.5,0.912,15.9
Canada,2013,Developing,81.8,67.0,2,8.2,9733.228019,55.0,65.8,2,91.0,1.67,91.0,0.1,52413.72116,35155451.0,0.5,0.5,0.909,15.9,81.8,67.0,2,8.2,1111.191325,55.0,2,91.0,1.67,91.0,0.1,9291.227619,16993354.0,0.5,0.5,0.909,15.9
Canada,2012,Developing,81.6,68.0,2,8.3,9748.636237,7.0,65.3,2,99.0,1.78,95.0,0.1,52496.69487,3475545.0,0.5,0.5,0.907,15.9,81.6,68.0,2,8.3,1111.191325,18.0,2,99.0,1.78,95.0,0.1,9291.227619,3475545.0,0.5,0.5,0.907,15.9
Canada,2011,Developing,81.5,68.0,2,8.2,971.9280384,7.0,64.7,2,87.0,1.82,87.0,0.1,5282.2176,3434278.0,0.5,0.5,0.903,15.9,81.5,68.0,2,8.2,971.9280384,18.0,2,87.0,1.82,87.0,0.1,5282.2176,3434278.0,0.5,0.5,0.903,15.9
Canada,2010,Developing,81.2,7.0,2,8.4,8649.674911,56.0,64.1,2,88.0,11.2,89.0,0.1,47447.4762,345274.0,0.5,0.4,0.898,15.9,81.2,7.0,2,8.4,1111.191325,56.0,2,88.0,11.2,89.0,0.1,9291.227619,345274.0,0.5,0.4,0.898,15.9
Canada,2009,Developing,81.0,72.0,2,8.4,864.9499300000001,42.0,63.6,2,89.0,11.17,91.0,0.1,4773.45436,33628571.0,0.5,0.4,0.898,15.9,81.0,72.0,2,8.4,864.9499300000001,42.0,2,89.0,11.17,91.0,0.1,4773.45436,16993354.0,0.5,0.4,0.898,15.9
Canada,2008,Developing,87.0,74.0,2,8.3,8433.936814,28.0,63.0,2,89.0,1.3,92.0,0.1,46596.33599,33245773.0,0.5,0.4,0.897,15.8,87.0,74.0,2,8.3,1111.191325,28.0,2,89.0,1.3,92.0,0.1,9291.227619,16993354.0,0.5,0.4,0.897,15.8
Canada,2007,Developing,85.0,74.0,2,8.3,7946.743581000001,14.0,62.5,2,9.0,9.83,94.0,0.1,44544.5268,32887928.0,0.5,0.4,0.894,15.8,85.0,74.0,2,8.3,1111.191325,18.0,2,44.0,9.83,94.0,0.1,9291.227619,16993354.0,0.5,0.4,0.894,15.8
Canada,2006,Developing,85.0,75.0,2,8.2,771.1817686,14.0,61.9,2,95.0,9.75,95.0,0.1,4386.699479999999,325755.0,0.5,0.4,0.8909999999999999,15.8,85.0,75.0,2,8.2,771.1817686,18.0,2,95.0,9.75,95.0,0.1,4386.699479999999,325755.0,0.5,0.4,0.8909999999999999,15.8
Canada,2005,Developing,81.0,76.0,2,8.0,6333.1779670000005,14.0,61.3,2,93.0,9.57,93.0,0.1,36189.58838,32312.0,0.5,0.4,0.8859999999999999,15.8,81.0,76.0,2,8.0,1111.191325,18.0,2,93.0,9.57,93.0,0.1,9291.227619,32312.0,0.5,0.4,0.8859999999999999,15.8
Canada,2004,Developing,80.0,77.0,2,7.8,5513.329924000001,14.0,6.6,2,91.0,9.56,91.0,0.1,31979.87195,31995.0,0.5,0.4,0.8809999999999999,15.8,80.0,77.0,2,7.8,1111.191325,18.0,2,91.0,9.56,91.0,0.1,9291.227619,31995.0,0.5,0.4,0.8809999999999999,15.8
Canada,2003,Developing,79.7,78.0,2,7.7,4687.845565,14.0,6.0,2,88.0,9.54,91.0,0.1,28172.148830000002,31676.0,0.5,0.4,0.877,15.8,79.7,78.0,2,7.7,1111.191325,18.0,2,88.0,9.54,91.0,0.1,9291.227619,31676.0,0.5,0.4,0.877,15.8
Canada,2002,Developing,79.5,79.0,2,7.7,3895.856308,14.0,59.3,2,88.0,9.37,88.0,0.1,24167.8431,31362.0,0.5,0.4,0.872,15.8,79.5,79.0,2,7.7,1111.191325,18.0,2,88.0,9.37,88.0,0.1,9291.227619,31362.0,0.5,0.4,0.872,15.8
Canada,2001,Developing,79.4,8.0,2,7.6,3665.089703,14.0,58.5,2,88.0,9.1,89.0,0.1,23691.594719999997,31819.0,0.5,0.4,0.867,15.8,79.4,8.0,2,7.6,1111.191325,18.0,2,88.0,9.1,89.0,0.1,9291.227619,31819.0,0.5,0.4,0.867,15.8
Canada,2000,Developing,79.1,82.0,2,7.6,3787.49456,14.0,57.8,2,88.0,8.67,89.0,0.1,24124.169169999997,37697.0,0.5,0.5,0.8640000000000001,15.9,79.1,82.0,2,7.6,1111.191325,18.0,2,88.0,8.67,89.0,0.1,9291.227619,37697.0,0.5,0.5,0.8640000000000001,15.9
Central African Republic,2014,Developing,58.0,437.0,15,0.01,53.43964323,47.0,22.1,22,47.0,4.2,47.0,4.5,377.132274,4515392.0,8.4,8.3,0.345,7.1,58.0,437.0,15,0.01,53.43964323,47.0,22,47.0,4.2,47.0,3.2,377.132274,4515392.0,8.4,8.3,0.345,7.1
Central African Republic,2013,Developing,49.9,451.0,16,0.01,52.37766601,23.0,21.6,23,23.0,3.82,23.0,5.1,337.4849614,4499653.0,8.5,8.5,0.37,7.1,49.9,451.0,16,0.01,52.37766601,23.0,23,44.0,3.82,45.0,3.2,337.4849614,4499653.0,8.5,8.5,0.37,7.1
Central African Republic,2012,Developing,53.0,439.0,16,0.01,7.3448082139999995,47.0,21.2,23,47.0,3.62,47.0,5.1,486.41114000000005,449416.0,8.7,8.6,0.366,7.1,53.0,439.0,16,0.01,7.3448082139999995,47.0,23,47.0,3.62,47.0,3.2,486.41114000000005,449416.0,8.7,8.6,0.366,7.1
Central African Republic,2011,Developing,49.8,443.0,16,1.66,58.52947463,47.0,2.7,24,47.0,3.73,47.0,5.8,494.336779,4476153.0,8.8,8.8,0.361,6.8,49.8,443.0,16,1.66,58.52947463,47.0,24,47.0,3.73,47.0,3.2,494.336779,4476153.0,8.8,8.8,0.361,6.8
Central African Republic,2010,Developing,49.2,446.0,17,1.67,43.48359197,45.0,2.2,24,46.0,3.9,45.0,6.6,446.4434494,4448525.0,9.0,8.9,0.35200000000000004,6.6,49.2,446.0,17,1.67,43.48359197,45.0,24,46.0,3.9,45.0,3.2,446.4434494,4448525.0,9.0,8.9,0.35200000000000004,6.6
Central African Republic,2009,Developing,48.6,453.0,17,1.56,40.45156933,42.0,19.8,25,45.0,3.58,42.0,7.3,449.96183899999994,44423.0,9.1,9.1,0.345,6.4,48.6,453.0,17,1.56,40.45156933,42.0,25,45.0,3.58,45.0,3.2,449.96183899999994,44423.0,9.1,9.1,0.345,6.4
Central African Republic,2008,Developing,47.6,477.0,17,1.52,67.34137528,42.0,19.4,25,46.0,4.3,45.0,8.3,456.86143339999995,4345386.0,9.3,9.2,0.33799999999999997,6.3,47.6,477.0,17,1.52,67.34137528,42.0,25,46.0,4.3,45.0,3.2,456.86143339999995,4345386.0,9.3,9.2,0.33799999999999997,6.3
Central African Republic,2007,Developing,46.8,495.0,17,1.5,60.04884821,42.0,19.0,26,46.0,4.4,48.0,9.0,397.148467,42758.0,9.4,9.4,0.33,6.2,46.8,491.0,17,1.5,60.04884821,42.0,26,46.0,4.4,48.0,3.2,397.148467,42758.0,9.4,9.4,0.33,6.2
Central African Republic,2006,Developing,46.3,56.0,17,1.54,46.90117916,42.0,18.6,26,47.0,3.99,51.0,10.0,347.673678,421758.0,9.6,9.6,0.32299999999999995,6.0,46.3,56.0,17,1.54,46.90117916,42.0,26,47.0,3.99,51.0,3.2,347.673678,421758.0,9.6,9.6,0.32299999999999995,6.0
Central African Republic,2005,Developing,45.9,511.0,17,1.5,40.92207976,42.0,18.2,26,47.0,4.29,54.0,11.2,327.1149461,412791.0,9.7,9.7,0.319,5.9,45.9,491.0,17,1.5,40.92207976,42.0,26,47.0,4.29,54.0,3.2,327.1149461,412791.0,9.7,9.7,0.319,5.9
Central African Republic,2004,Developing,45.7,512.0,17,1.5,41.50111735,42.0,17.9,26,45.0,4.1,51.0,12.0,313.21598,45536.0,9.9,9.9,0.315,5.7,45.7,491.0,17,1.5,41.50111735,42.0,26,45.0,4.1,51.0,3.2,313.21598,45536.0,9.9,9.9,0.315,5.7
Central African Republic,2003,Developing,45.7,51.0,17,1.49,46.11619441,42.0,17.5,26,44.0,4.31,47.0,12.8,286.25819,3981665.0,1.0,1.1,0.316,5.6,45.7,51.0,17,1.49,46.11619441,42.0,26,44.0,4.31,47.0,3.2,286.25819,3981665.0,1.0,1.1,0.316,5.6
Central African Republic,2002,Developing,45.6,58.0,17,1.47,31.5941587,42.0,17.2,25,42.0,4.16,44.0,13.4,253.76834300000002,397612.0,1.2,1.2,0.315,5.4,45.6,58.0,17,1.47,31.5941587,42.0,25,44.0,4.16,45.0,3.2,253.76834300000002,397612.0,1.2,1.2,0.315,5.4
Central African Republic,2001,Developing,45.6,54.0,17,1.52,33.65315697,42.0,16.8,25,4.0,3.95,4.0,13.9,243.1586486,383223.0,1.4,1.4,0.314,5.3,45.6,54.0,17,1.52,33.65315697,42.0,25,44.0,3.95,45.0,3.2,243.1586486,383223.0,1.4,1.4,0.314,5.3
Central African Republic,2000,Developing,46.0,49.0,16,1.51,30.78382657,42.0,16.5,25,38.0,4.24,37.0,14.3,243.54293169999997,3754986.0,1.5,1.5,0.312,5.2,46.0,49.0,16,1.51,30.78382657,42.0,25,44.0,4.24,45.0,3.2,243.54293169999997,3754986.0,1.5,1.5,0.312,5.2
Chad,2014,Developing,52.6,362.0,46,0.01,11.3020668,37.0,18.7,78,44.0,3.62,37.0,2.9,125.998515,13569438.0,8.7,8.5,0.39,7.3,52.6,362.0,46,0.01,11.3020668,37.0,78,44.0,3.62,45.0,2.9,125.998515,13569438.0,8.7,8.5,0.39,7.3
Chad,2013,Developing,52.2,366.0,46,0.64,76.52382535,39.0,18.2,78,46.0,3.42,39.0,3.1,986.13177,13133589.0,8.8,8.7,0.387,7.3,52.2,366.0,46,0.64,76.52382535,39.0,78,46.0,3.42,45.0,3.1,986.13177,13133589.0,8.8,8.7,0.387,7.3
Chad,2012,Developing,51.8,367.0,46,0.62,57.8242709,4.0,17.9,79,51.0,3.0,4.0,3.6,973.472574,1275135.0,9.0,8.9,0.381,7.3,51.8,367.0,46,0.62,57.8242709,18.0,79,51.0,3.0,45.0,3.2,973.472574,1275135.0,9.0,8.9,0.381,7.3
Chad,2011,Developing,51.6,365.0,46,0.56,67.76269089,33.0,17.5,79,4.0,3.17,33.0,3.9,989.2363633,12288651.0,9.2,9.1,0.37,6.7,51.6,365.0,46,0.56,67.76269089,33.0,79,44.0,3.17,45.0,3.2,989.2363633,12288651.0,9.2,9.1,0.37,6.7
Chad,2010,Developing,51.2,364.0,46,0.5,43.57328908,39.0,17.1,80,43.0,2.95,39.0,4.1,896.5697341,1188722.0,9.4,9.3,0.36,6.7,51.2,364.0,46,0.5,43.57328908,39.0,80,44.0,2.95,45.0,3.2,896.5697341,1188722.0,9.4,9.3,0.36,6.7
Chad,2009,Developing,57.0,37.0,46,0.47,4.982900401,24.0,16.7,80,32.0,3.31,24.0,4.4,84.455939,1152786.0,9.6,9.5,0.34299999999999997,6.3,57.0,37.0,46,0.47,4.982900401,24.0,80,44.0,3.31,45.0,3.2,84.455939,1152786.0,9.6,9.5,0.34299999999999997,6.3
Chad,2008,Developing,49.6,394.0,46,0.45,49.09198224,17.0,16.4,80,3.0,2.92,19.0,4.7,929.772391,11133861.0,9.8,9.7,0.33799999999999997,6.0,49.6,394.0,46,0.45,49.09198224,18.0,80,44.0,2.92,45.0,3.2,929.772391,11133861.0,9.8,9.7,0.33799999999999997,6.0
Chad,2007,Developing,49.4,394.0,46,0.42,5.9629235320000005,17.0,16.1,80,38.0,3.35,28.0,4.9,81.68388399999999,177578.0,1.0,1.0,0.306,5.7,49.4,394.0,46,0.42,5.9629235320000005,18.0,80,44.0,3.35,45.0,3.2,81.68388399999999,177578.0,1.0,1.0,0.306,5.7
Chad,2006,Developing,48.5,414.0,45,0.41,62.67225971,17.0,15.7,80,49.0,3.32,4.0,5.1,712.1847694,1421597.0,1.3,1.2,0.303,5.5,48.5,414.0,45,0.41,62.67225971,18.0,80,49.0,3.32,45.0,3.2,712.1847694,1421597.0,1.3,1.2,0.303,5.5
Chad,2005,Developing,48.6,46.0,45,0.42,8.936064632,17.0,15.4,79,37.0,3.91,25.0,5.2,66.2421396,1679.0,1.5,1.4,0.306,5.6,48.6,46.0,45,0.42,8.936064632,18.0,79,44.0,3.91,45.0,3.2,66.2421396,1679.0,1.5,1.4,0.306,5.6
Chad,2004,Developing,48.5,45.0,44,0.34,72.38451279,17.0,15.1,78,31.0,5.72,21.0,5.2,454.67658789999996,97143.0,1.7,1.6,0.301,5.6,48.5,45.0,44,0.34,72.38451279,18.0,78,44.0,5.72,45.0,3.2,454.67658789999996,97143.0,1.7,1.6,0.301,5.6
Chad,2003,Developing,48.4,43.0,44,0.42,3.979243535,17.0,14.8,77,36.0,5.49,23.0,5.1,292.59143639999996,935321.0,1.9,1.8,0.284,5.4,48.4,43.0,44,0.42,3.979243535,18.0,77,44.0,5.49,45.0,3.2,292.59143639999996,935321.0,1.9,1.8,0.284,5.4
Chad,2002,Developing,48.1,43.0,43,0.36,3.039691193,17.0,14.4,76,31.0,8.33,25.0,5.0,22.854820999999998,91689.0,11.1,11.0,0.303,5.1,48.1,43.0,43,0.36,3.039691193,18.0,76,44.0,8.33,45.0,3.2,22.854820999999998,91689.0,11.1,11.0,0.303,5.1
Chad,2001,Developing,48.0,4.0,42,0.3,26.87439074,17.0,14.1,75,26.0,6.9,26.0,4.8,197.31564419999998,866312.0,11.3,11.2,0.3,4.9,48.0,4.0,42,0.3,26.87439074,18.0,75,44.0,6.9,45.0,3.2,197.31564419999998,866312.0,11.3,11.2,0.3,4.9
Chad,2000,Developing,47.6,44.0,41,0.25,21.52701616,17.0,13.9,74,3.0,6.28,36.0,4.6,166.231785,8342559.0,11.5,11.4,0.0,4.7,47.6,44.0,41,0.25,21.52701616,18.0,74,44.0,6.28,45.0,3.2,166.231785,8342559.0,11.5,11.4,0.276,4.7
Chile,2014,Developing,83.0,83.0,2,7.16,2352.9995910000002,95.0,63.1,2,95.0,7.79,95.0,0.1,14817.37778,17613798.0,0.8,0.8,0.841,16.2,83.0,83.0,2,7.16,1111.191325,95.0,2,95.0,7.79,95.0,0.1,9291.227619,16993354.0,0.8,0.8,0.841,16.2
Chile,2013,Developing,81.0,84.0,2,7.2,2442.222054,9.0,62.5,2,9.0,7.53,91.0,0.1,15941.397219999999,17462982.0,0.8,0.8,0.831,15.6,81.0,84.0,2,7.2,1111.191325,18.0,2,44.0,7.53,91.0,0.1,9291.227619,16993354.0,0.8,0.8,0.831,15.6
Chile,2012,Developing,79.9,84.0,2,6.76,2260.777642,9.0,61.8,2,9.0,7.24,9.0,0.1,15431.9293,1739746.0,0.8,0.8,0.826,15.5,79.9,84.0,2,6.76,1111.191325,18.0,2,44.0,7.24,45.0,0.1,9291.227619,1739746.0,0.8,0.8,0.826,15.5
Chile,2011,Developing,79.8,86.0,2,7.26,211.614293,94.0,61.2,2,93.0,7.0,94.0,0.1,1475.6924199999999,17153357.0,0.8,0.8,0.82,15.4,79.8,86.0,2,7.26,211.614293,94.0,2,93.0,7.0,94.0,0.1,1475.6924199999999,16993354.0,0.8,0.8,0.82,15.4
Chile,2010,Developing,79.1,89.0,2,7.93,177.4925143,92.0,6.6,2,92.0,6.97,92.0,0.1,1286.17764,16993354.0,0.8,0.9,0.815,15.2,79.1,89.0,2,7.93,177.4925143,92.0,2,92.0,6.97,92.0,0.1,1286.17764,16993354.0,0.8,0.9,0.815,15.2
Chile,2009,Developing,79.3,91.0,2,7.67,181.525923,94.0,59.9,2,94.0,7.39,94.0,0.1,1243.32824,16829442.0,0.8,0.9,0.816,15.3,79.3,91.0,2,7.67,181.525923,94.0,2,94.0,7.39,94.0,0.1,1243.32824,16829442.0,0.8,0.9,0.816,15.3
Chile,2008,Developing,79.6,88.0,2,7.31,241.55333810000002,95.0,59.3,2,95.0,6.87,95.0,0.1,1781.3668,16661942.0,0.9,0.9,0.804,15.2,79.6,88.0,2,7.31,241.55333810000002,95.0,2,95.0,6.87,95.0,0.1,1781.3668,16661942.0,0.9,0.9,0.804,15.2
Chile,2007,Developing,78.9,9.0,2,7.39,209.4875875,92.0,58.7,2,95.0,6.35,96.0,0.1,1526.87746,16491687.0,0.9,0.9,0.797,14.8,78.9,9.0,2,7.39,209.4875875,92.0,2,95.0,6.35,96.0,0.1,1526.87746,16491687.0,0.9,0.9,0.797,14.8
Chile,2006,Developing,78.9,91.0,2,7.33,1275.689625,95.0,58.1,2,94.0,6.18,94.0,0.1,9484.681227,16319792.0,0.9,0.9,0.7959999999999999,14.9,78.9,91.0,2,7.33,1111.191325,95.0,2,94.0,6.18,94.0,0.1,9291.227619,16319792.0,0.9,0.9,0.7959999999999999,14.9
Chile,2005,Developing,78.4,93.0,2,7.57,954.9644887000001,95.0,57.4,2,92.0,6.69,91.0,0.1,7615.3468,1614764.0,0.9,1.0,0.79,14.6,78.4,93.0,2,7.57,954.9644887000001,95.0,2,92.0,6.69,91.0,0.1,7615.3468,1614764.0,0.9,1.0,0.79,14.6
Chile,2004,Developing,78.0,97.0,2,6.32,78.78564878,95.0,56.8,2,94.0,6.93,93.0,0.1,621.828325,15973778.0,0.9,1.0,0.7809999999999999,14.3,78.0,97.0,2,6.32,78.78564878,95.0,2,94.0,6.93,93.0,0.1,621.828325,15973778.0,0.9,1.0,0.7809999999999999,14.3
Chile,2003,Developing,77.9,1.0,2,6.37,584.0993429,95.0,56.1,2,96.0,7.34,96.0,0.1,4787.699532,15799542.0,1.0,1.0,0.775,14.0,77.9,1.0,2,6.37,584.0993429,95.0,2,96.0,7.34,96.0,0.1,4787.699532,15799542.0,1.0,1.0,0.775,14.0
Chile,2002,Developing,77.8,11.0,2,6.06,675.7808443,95.0,55.4,3,97.0,6.48,97.0,0.1,4463.545867,15623635.0,1.0,1.0,0.768,13.9,77.8,11.0,2,6.06,675.7808443,95.0,3,97.0,6.48,97.0,0.1,4463.545867,15623635.0,1.0,1.0,0.768,13.9
Chile,2001,Developing,77.3,16.0,2,6.1,687.5116825,95.0,54.7,3,96.0,6.51,97.0,0.1,4595.666327,15444969.0,1.0,1.0,0.7609999999999999,13.7,77.3,16.0,2,6.1,687.5116825,95.0,3,96.0,6.51,97.0,0.1,4595.666327,15444969.0,1.0,1.0,0.7609999999999999,13.7
Chile,2000,Developing,77.3,13.0,2,6.24,74.14842946,95.0,54.0,3,91.0,6.4,91.0,0.1,511.368479,15262754.0,1.1,1.1,0.755,13.5,77.3,13.0,2,6.24,74.14842946,95.0,3,91.0,6.4,91.0,0.1,511.368479,15262754.0,1.1,1.1,0.755,13.5
China,2014,Developing,75.8,86.0,171,5.78,109.87439029999999,99.0,31.9,198,99.0,5.55,99.0,0.1,7683.5238,136427.0,3.7,3.0,0.723,13.1,75.8,86.0,61,5.78,109.87439029999999,99.0,85,99.0,5.55,99.0,0.1,7683.5238,136427.0,3.7,3.0,0.723,13.1
China,2013,Developing,75.6,88.0,185,5.79,9.955532032,99.0,3.9,216,99.0,5.39,99.0,0.1,777.77594,135738.0,3.8,3.2,0.713,12.7,75.6,88.0,61,5.79,9.955532032,99.0,85,99.0,5.39,99.0,0.1,777.77594,135738.0,3.8,3.2,0.713,12.7
China,2012,Developing,75.4,89.0,201,5.74,94.4344566,99.0,3.0,233,99.0,5.26,99.0,0.1,6337.882993,135695.0,3.9,3.3,0.703,12.4,75.4,89.0,61,5.74,94.4344566,99.0,85,99.0,5.26,99.0,0.1,6337.882993,135695.0,3.9,3.3,0.703,12.4
China,2011,Developing,75.2,91.0,215,5.63,91.26749779,99.0,29.0,251,99.0,5.3,99.0,0.1,5633.79616,134413.0,4.1,3.5,0.7,12.8,75.2,91.0,61,5.63,91.26749779,99.0,85,99.0,5.3,99.0,0.1,5633.79616,134413.0,4.1,3.5,0.7,12.8
China,2010,Developing,75.0,92.0,231,5.75,5.660754839,99.0,28.1,268,99.0,4.89,99.0,0.1,456.512487,133775.0,4.2,3.6,0.691,12.5,75.0,92.0,61,5.75,5.660754839,99.0,85,99.0,4.89,99.0,0.1,456.512487,133775.0,4.2,3.6,0.691,12.5
China,2009,Developing,74.9,93.0,248,4.88,50.28348923,99.0,27.3,288,99.0,5.8,99.0,0.1,3838.4342920000004,133126.0,4.4,3.8,0.682,12.2,74.9,93.0,61,4.88,50.28348923,99.0,85,99.0,5.8,99.0,0.1,3838.4342920000004,133126.0,4.4,3.8,0.682,12.2
China,2008,Developing,74.5,97.0,266,4.27,39.22509728,95.0,26.5,308,99.0,4.59,97.0,0.1,3471.247547,1324655.0,4.5,4.0,0.672,11.9,74.5,97.0,61,4.27,39.22509728,95.0,85,99.0,4.59,97.0,0.1,3471.247547,1324655.0,4.5,4.0,0.672,11.9
China,2007,Developing,74.4,96.0,285,3.88,312.6624819,92.0,25.7,332,94.0,4.32,93.0,0.1,2695.366223,1317885.0,4.7,4.1,0.659,11.4,74.4,96.0,61,3.88,312.6624819,92.0,85,94.0,4.32,93.0,0.1,2695.366223,1317885.0,4.7,4.1,0.659,11.4
China,2006,Developing,74.2,98.0,307,3.28,29.74342979,91.0,24.9,360,94.0,4.52,93.0,0.1,299.229676,13112.0,4.8,4.3,0.6459999999999999,11.0,74.2,98.0,61,3.28,29.74342979,91.0,85,94.0,4.52,93.0,0.1,299.229676,13112.0,4.8,4.3,0.6459999999999999,11.0
China,2005,Developing,73.9,99.0,332,2.92,171.65960259999997,84.0,24.1,392,87.0,4.66,87.0,0.1,1753.4178,13372.0,5.0,4.4,0.634,10.6,73.9,99.0,61,2.92,171.65960259999997,84.0,85,87.0,4.66,87.0,0.1,1753.4178,13372.0,5.0,4.4,0.634,10.6
China,2004,Developing,73.5,11.0,360,3.04,1.58668462,79.0,23.4,427,87.0,4.72,87.0,0.1,158.668462,129675.0,5.1,4.6,0.622,10.2,73.5,11.0,61,3.04,1.58668462,79.0,85,87.0,4.72,87.0,0.1,158.668462,129675.0,5.1,4.6,0.622,10.2
China,2003,Developing,73.1,13.0,391,2.96,122.93653490000001,75.0,22.6,467,87.0,4.82,86.0,0.1,1288.642924,12884.0,5.3,4.7,0.61,9.9,73.1,13.0,61,2.96,122.93653490000001,75.0,85,87.0,4.82,86.0,0.1,1288.642924,12884.0,5.3,4.7,0.61,9.9
China,2002,Developing,72.7,16.0,422,2.91,106.3590358,7.0,21.9,511,86.0,4.79,86.0,0.1,1148.5857,1284.0,5.5,4.9,0.6,9.7,72.7,16.0,61,2.91,106.3590358,18.0,85,86.0,4.79,86.0,0.1,1148.5857,1284.0,5.5,4.9,0.6,9.7
China,2001,Developing,72.2,11.0,457,2.84,14.23064496,65.0,21.2,558,86.0,4.56,86.0,0.1,153.1824,127185.0,5.7,5.0,0.5920000000000001,9.6,72.2,11.0,61,2.84,14.23064496,65.0,85,86.0,4.56,86.0,0.1,153.1824,127185.0,5.7,5.0,0.5920000000000001,9.6
China,2000,Developing,71.7,115.0,490,3.06,17.46057369,6.0,2.5,608,86.0,4.6,85.0,0.1,959.3721810000001,1262645.0,5.9,5.1,0.583,9.5,71.7,115.0,61,3.06,17.46057369,18.0,85,86.0,4.6,85.0,0.1,959.3721810000001,1262645.0,5.9,5.1,0.583,9.5
Colombia,2014,Developing,74.6,144.0,11,4.38,1435.487755,9.0,57.2,12,9.0,7.2,9.0,0.1,7913.383432,47791911.0,2.1,1.9,0.72,13.6,74.6,144.0,11,4.38,1111.191325,18.0,12,44.0,7.2,45.0,0.1,7913.383432,16993354.0,2.1,1.9,0.72,13.6
Colombia,2013,Developing,74.4,145.0,11,4.41,15.16255482,91.0,56.4,13,91.0,6.84,91.0,0.1,83.5863,47342981.0,2.1,1.9,0.7120000000000001,13.3,74.4,145.0,11,4.41,15.16255482,91.0,13,91.0,6.84,91.0,0.1,83.5863,16993354.0,2.1,1.9,0.7120000000000001,13.3
Colombia,2012,Developing,74.3,143.0,11,4.44,1487.896562,92.0,55.7,13,91.0,6.93,91.0,0.1,7884.984429000001,46881475.0,2.1,1.9,0.7070000000000001,13.2,74.3,143.0,11,4.44,1111.191325,92.0,13,91.0,6.93,91.0,0.1,7884.984429000001,16993354.0,2.1,1.9,0.7070000000000001,13.2
Colombia,2011,Developing,74.2,144.0,12,4.37,184.3073618,85.0,55.0,14,85.0,6.64,85.0,0.1,7227.73968,4646646.0,2.2,2.0,0.7,13.0,74.2,144.0,12,4.37,184.3073618,85.0,14,85.0,6.64,85.0,0.1,7227.73968,4646646.0,2.2,2.0,0.7,13.0
Colombia,2010,Developing,73.6,15.0,12,4.28,113.2436346,88.0,54.2,15,88.0,6.76,88.0,0.1,625.65544,4591897.0,2.2,2.0,0.695,12.8,73.6,15.0,12,4.28,113.2436346,88.0,15,88.0,6.76,88.0,0.1,625.65544,4591897.0,2.2,2.0,0.695,12.8
